60. 100. 12.
61. 100. 12.
62. 100. 12.
63. 100. 12.
64. 100. 12.
65. 100. 12.
66. 100. 12.
67. 100. 12.
68. 100. 12.
69. 100. 12.
70. 100. 12.
71. 100. 12.
72. 100. 12.
73. 100. 12.
74. 100. 12.
75. 100. 12.
76. 100. 12.
77. 100. 12.
78. 100. 12.
79. 100. 12.
80. 100. 12.
81. 100. 16.8668
82. 100. 16.7263
83. 100. 16.5859
84. 100. 16.4454
85. 100. 16.3049
86. 100. 16.1645
87. 100. 16.024
88. 100. 15.8835
89. 100. 15.7431
90. 100. 15.6026
91. 100. 15.4621
92. 100. 15.3217
93. 100. 15.1812
94. 100. 15.0407
95. 100. 14.9003
96. 100. 14.7598
97. 100. 14.6194
98. 100. 14.4789
99. 100. 14.3384
100. 100. 14.198
101. 100. 14.0575
102. 100. 13.917
103. 100. 13.7766
104. 100. 13.6361
105. 100. 13.4956
106. 100. 13.3552
107. 100. 13.2147
108. 100. 13.0742
109. 100. 12.9338
110. 100. 12.7933
111. 100. 12.6528
112. 100. 12.5124
113. 100. 12.3719
114. 100. 12.2314
115. 100. 12.091
116. 100. 11.9505
117. 100. 11.8101
118. 100. 11.6696
119. 100. 11.5291
120. 100. 11.3887
121. 100. 11.2482
122. 100. 11.1077
123. 100. 10.9673
124. 100. 10.8268
125. 100. 10.6863
126. 100. 10.5459
127. 100. 10.4054
128. 100. 10.2649
129. 100. 10.1245
130. 100. 9.98401
131. 100. 9.84354
132. 100. 6.01377
133. 100. 5.96675
134. 100. 5.91974
135. 100. 5.87272
136. 100. 5.82571
137. 100. 5.77869
138. 100. 5.73167
139. 100. 5.68466
140. 100. 5.63764
141. 100. 5.59062
142. 100. 5.54361
143. 100. 5.49659
144. 100. 5.44957
145. 100. 5.40256
146. 100. 5.35554
147. 100. 5.30853
148. 100. 5.26151
149. 100. 5.21449
150. 100. 5.16748
151. 100. 5.12046
152. 100. 5.07344
153. 100. 5.02643
154. 100. 4.97941
155. 100. 4.9324
156. 100. 4.88538
157. 100. 4.83836
158. 100. 4.79135
159. 100. 4.74433
160. 100. 4.69731
60. 102. 12.
61. 102. 12.
62. 102. 12.
63. 102. 12.
64. 102. 12.
65. 102. 12.
66. 102. 12.
