#\kappa_tau,\kappa_tau_tilde,\lnLog
0.44,-1.32,46.97442048316725
0.44,-1.3,44.36704782212767
0.44,-1.28,41.83226370190991
0.44,-1.26,39.38525381243941
0.44,-1.24,37.011635719054034
0.44,-1.22,34.699125638947855
0.44,-1.2,32.46993392000288
0.44,-1.18,30.329464119313055
0.44,-1.16,28.26697410289647
0.44,-1.14,26.296979842429327
0.44,-1.12,24.41952571985941
0.44,-1.1,22.61061133381582
0.44,-1.08,20.88704644478597
0.44,-1.06,19.267254540433097
0.44,-1.04,17.751374593013747
0.44,-1.02,16.343825607424176
0.44,-1.0,15.048460470472527
0.44,-0.98,13.85862636066581
0.44,-0.96,12.770374834522718
0.44,-0.94,11.816386415257885
0.44,-0.92,10.968451351766044
0.44,-0.9,10.179352685461126
0.44,-0.88,9.476926016206285
0.44,-0.86,8.90369283972185
0.44,-0.84,8.456930902472022
0.44,-0.82,8.115732631108582
0.44,-0.8,7.8893862547829325
0.44,-0.78,7.762566103789675
0.44,-0.76,7.722406085130596
0.44,-0.74,7.78671066945285
0.44,-0.72,7.962775355661662
0.44,-0.7,8.255500247022587
0.44,-0.68,8.637212224023395
0.44,-0.66,9.08489996993547
0.44,-0.64,9.618995093264948
0.44,-0.62,10.249565822519365
0.44,-0.6,10.95074642733435
0.44,-0.58,11.725195788685767
0.44,-0.56,12.605710093735036
0.44,-0.54,13.553859456563341
0.44,-0.52,14.537505421135329
0.44,-0.5,15.574866960480945
0.44,-0.48,16.64714113622456
0.44,-0.46,17.732107472010497
0.44,-0.44,18.85393513066246
0.44,-0.42,20.034330212808133
0.44,-0.4,21.239670686584557
0.44,-0.38,22.431458655722203
0.44,-0.36,23.60610714922288
0.44,-0.34,24.748784126859853
0.44,-0.32,25.850185431764277
0.44,-0.3,26.93810276941172
0.44,-0.28,28.001606332334607
0.44,-0.26,29.02226127388347
0.44,-0.24,29.9995597589795
0.44,-0.22,30.90260985600564
0.44,-0.2,31.743611020145977
0.44,-0.18,32.536343286356505
0.44,-0.16,33.252762311437834
0.44,-0.14,33.87755073240313
0.44,-0.12,34.4309482643166
0.44,-0.1,34.91670060141933
0.44,-0.08,35.3118186550989
0.44,-0.06,35.611395353760415
0.44,-0.04,35.81731065197385
0.44,-0.02,35.94737132733813
0.44,-0.0,35.99886542155403
0.44,0.02,35.94165432427718
0.44,0.04,35.798243027849374
0.44,0.06,35.59445843598768
0.44,0.08,35.29802678264424
0.44,0.1,34.90234557724872
0.44,0.12,34.4248606324353
0.44,0.14,33.88007300930682
0.44,0.16,33.259684841167584
0.44,0.18,32.52986230886521
0.44,0.2,31.720491579275727
0.44,0.22,30.874703067000155
0.44,0.24,29.980212987504835
0.44,0.26,29.035030346013738
0.44,0.28,28.045439727541716
0.44,0.3,26.992907719175903
0.44,0.32,25.876135512298696
0.44,0.34,24.713266743199714
0.44,0.36,23.540506928042618
0.44,0.38,22.384578935038256
0.44,0.4,21.23481838655011
0.44,0.42,20.08320455766963
0.44,0.44,18.920827454135054
0.44,0.46,17.766304584839073
0.44,0.48,16.651068521908297
0.44,0.5,15.57713492870996
0.44,0.52,14.541270757060817
0.44,0.54,13.5630091217221
0.44,0.56,12.647419806206486
0.44,0.58,11.784958282367711
0.44,0.6,10.986462575236915
0.44,0.62,10.267536381161332
0.44,0.64,9.63275073336093
0.44,0.66,9.075623613272587
0.44,0.68,8.605596059198573
0.44,0.7,8.234642886540692
0.44,0.72,7.95999739592811
0.44,0.74,7.783546475322533
0.44,0.76,7.713658004515252
0.44,0.78,7.754970686326959
0.44,0.8,7.900881791733266
0.44,0.82,8.14730942033221
0.44,0.84,8.482366747321281
0.44,0.86,8.893770278011823
0.44,0.88,9.411691953492063
0.44,0.9,10.065350709449156
0.44,0.92,10.83267317050933
0.44,0.94,11.695142170904003
0.44,0.96,12.671271799782208
0.44,0.98,13.777088414425549
0.44,1.0,14.988420640471471
0.44,1.02,16.30156558195229
0.44,1.04,17.719881924053986
0.44,1.06,19.219707108737897
0.44,1.08,20.825452826016242
0.44,1.1,22.54189050655546
0.44,1.12,24.33811057831068
0.44,1.14,26.218272361282278
0.44,1.16,28.19543707483116
0.44,1.18,30.263241835328312
0.44,1.2,32.41177141685339
0.44,1.22,34.63713899792785
0.44,1.24,36.92887177867016
0.44,1.26,39.288583386606014
0.44,1.28,41.72849115563681
0.44,1.3,44.257223746264984
0.44,1.32,46.8637750501339
0.44,1.34,49.52628815532622
0.44,1.36,52.25089105916184
0.44,1.38,55.04552704869284
0.44,1.4,57.88901388586242
0.44,1.42,60.7833026083786
0.44,1.44,63.74815836115366
0.44,1.46,66.78299340029822
0.44,1.48,69.87444692454817
0.44,1.5,72.99354349601974
0.44,1.52,76.15265534925946
0.44,1.54,79.36302588879859
0.44,1.56,82.61385556398132
0.44,1.58,85.90934840416412
0.44,1.6,89.23830467669964
0.44,1.62,92.58969338483925
0.44,1.64,95.98084046820446
0.44,1.66,99.43106015159768
0.44,1.68,102.92698475270527
0.44,1.7,106.45694438387184
0.44,1.72,110.01678123982353
0.44,1.74,113.5948257825743
0.44,1.76,117.19735364318005
0.44,1.78,120.84007045967907
0.44,1.8,124.50891658497278
0.44,1.82,128.1834610264606
0.44,1.84,131.87421220833227
0.44,1.86,135.59211126709545
0.44,1.88,139.3219638381604
0.44,1.9,143.04504048163045
0.44,1.92,146.78046234687085
0.44,1.94,150.55405274590458
0.44,1.96,154.3461163429322
0.44,1.98,158.13213881280018
0.44,2.0,161.91013800879867
0.46,-2.0,163.03126336245387
0.46,-1.98,159.24596567703435
0.46,-1.96,155.44910227474088
0.46,-1.94,151.64731753922067
0.46,-1.92,147.85029562554934
0.46,-1.9,144.07938347738565
0.46,-1.88,140.32613738373348
0.46,-1.86,136.59687134956062
0.46,-1.84,132.88755264889983
0.46,-1.82,129.20468745491897
0.46,-1.8,125.53783302185568
0.46,-1.78,121.89349915582379
0.46,-1.76,118.26555822704725
0.46,-1.74,114.66493470105534
0.46,-1.72,111.08187129868784
0.46,-1.7,107.51679036504798
0.46,-1.68,103.98983624114425
0.46,-1.66,100.52011019255212
0.46,-1.64,97.08422245848173
0.46,-1.62,93.68923361062252
0.46,-1.6,90.32868350747911
0.46,-1.58,87.01948444296617
0.46,-1.56,83.72988059064069
0.46,-1.54,80.46053514561702
0.46,-1.52,77.24650796130877
0.46,-1.5,74.07318106208801
0.46,-1.48,70.96010025155469
0.46,-1.46,67.84852258176196
0.46,-1.44,64.78576236112866
0.46,-1.42,61.79304080531215
0.46,-1.4,58.8689155538988
0.46,-1.38,56.0050732167757
0.46,-1.36,53.177070526432104
0.46,-1.34,50.418916713205675
0.46,-1.32,47.73138631142804
0.46,-1.3,45.119933857888796
0.46,-1.28,42.57939895302827
0.46,-1.26,40.119773436339486
0.46,-1.24,37.72551682731821
0.46,-1.22,35.39917954838426
0.46,-1.2,33.14176089010266
0.46,-1.18,30.98057569230104
0.46,-1.16,28.88966471979089
0.46,-1.14,26.89063139356556
0.46,-1.12,24.975754786674162
0.46,-1.1,23.146128157614765
0.46,-1.08,21.406567876288918
0.46,-1.06,19.76973801951553
0.46,-1.04,18.22202829625303
0.46,-1.02,16.774405639921795
0.46,-1.0,15.431697437782914
0.46,-0.98,14.20372006166316
0.46,-0.96,13.087179117079987
0.46,-0.94,12.089111709691291
0.46,-0.92,11.161750848266276
0.46,-0.9,10.32923008066181
0.46,-0.88,9.597826809826737
0.46,-0.86,8.984496601064302
0.46,-0.84,8.480043850715631
0.46,-0.82,8.090374280479558
0.46,-0.8,7.793092642162811
0.46,-0.78,7.608805274511049
0.46,-0.76,7.513858364275917
0.46,-0.74,7.515286138914203
0.46,-0.72,7.6196462412920045
0.46,-0.7,7.827622477562234
0.46,-0.68,8.135543038875193
0.46,-0.66,8.518107370031117
0.46,-0.64,8.99288908198621
0.46,-0.62,9.561032744853966
0.46,-0.6,10.173762467294134
0.46,-0.58,10.889254848623814
0.46,-0.56,11.672319187862756
0.46,-0.54,12.5318716808946
0.46,-0.52,13.446684274418192
0.46,-0.5,14.40490293718817
0.46,-0.48,15.406282503091315
0.46,-0.46,16.415948285526603
0.46,-0.44,17.466028634165262
0.46,-0.42,18.562383419653546
0.46,-0.4,19.706221862373607
0.46,-0.38,20.84393849035867
0.46,-0.36,21.95674811045694
0.46,-0.34,23.02670410857172
0.46,-0.32,24.06418873026084
0.46,-0.3,25.082242066682895
0.46,-0.28,26.097245696407036
0.46,-0.26,27.074872199348842
0.46,-0.24,28.021066072268013
0.46,-0.22,28.890613946229056
0.46,-0.2,29.71257812546261
0.46,-0.18,30.46173892524876
0.46,-0.16,31.139062905012057
0.46,-0.14,31.7349807197418
0.46,-0.12,32.274499938493285
0.46,-0.1,32.74012605293331
0.46,-0.08,33.12460687138187
0.46,-0.06,33.408457954375436
0.46,-0.04,33.60723767954887
0.46,-0.02,33.7364789837956
0.46,-0.0,33.78640658300304
0.46,0.02,33.726139942711285
0.46,0.04,33.600875497936194
0.46,0.06,33.39261460996981
0.46,0.08,33.118479227008685
0.46,0.1,32.74523354460905
0.46,0.12,32.285890828097344
0.46,0.14,31.75522090699686
0.46,0.16,31.13600828778626
0.46,0.18,30.433345228903004
0.46,0.2,29.68161348838369
0.46,0.22,28.870308812111322
0.46,0.24,28.018700096923382
0.46,0.26,27.111796823907856
0.46,0.28,26.160900533058307
0.46,0.3,25.154077301744287
0.46,0.32,24.097759691605766
0.46,0.34,23.00293133489941
0.46,0.36,21.894051699926823
0.46,0.38,20.800251475919573
0.46,0.4,19.712155941506253
0.46,0.42,18.626698816515265
0.46,0.44,17.53623605040186
0.46,0.46,16.461871449936755
0.46,0.48,15.414020480430892
0.46,0.5,14.408658838731665
0.46,0.52,13.445340336502163
0.46,0.54,12.549785826499315
0.46,0.56,11.713736598323667
0.46,0.58,10.927905411588974
0.46,0.6,10.207525449255767
0.46,0.62,9.563524275853274
0.46,0.64,8.996877796039836
0.46,0.66,8.512741013474791
0.46,0.68,8.120944805718764
0.46,0.7,7.82516677190978
0.46,0.72,7.622158390271665
0.46,0.74,7.5120550549496015
0.46,0.76,7.506713285491284
0.46,0.78,7.607578722312983
0.46,0.8,7.804163678056906
0.46,0.82,8.095458268210777
0.46,0.84,8.485620758252727
0.46,0.86,8.953911612458503
0.46,0.88,9.538196372160572
0.46,0.9,10.24711544861945
0.46,0.92,11.04097892096068
0.46,0.94,11.954667749684923
0.46,0.96,12.98490315438538
0.46,0.98,14.126121749285568
0.46,1.0,15.371280342410675
0.46,1.02,16.727261458520307
0.46,1.04,18.170839463823985
0.46,1.06,19.73043080991847
0.46,1.08,21.369652402148223
0.46,1.1,23.11138237950098
0.46,1.12,24.93347811158385
0.46,1.14,26.851781920342663
0.46,1.16,28.851426253858797
0.46,1.18,30.93160480147992
0.46,1.2,33.08782750612764
0.46,1.22,35.32111741032078
0.46,1.24,37.628386348518255
0.46,1.26,40.014896479913915
0.46,1.28,42.477561660682554
0.46,1.3,45.024267488015454
0.46,1.32,47.63684839932909
0.46,1.34,50.313414812027325
0.46,1.36,53.04220593905842
0.46,1.38,55.844172203657415
0.46,1.4,58.69363736677974
0.46,1.42,61.60054410254406
0.46,1.44,64.56619487746931
0.46,1.46,67.59397971251465
0.46,1.48,70.67689670551718
0.46,1.5,73.7994815157789
0.46,1.52,76.94783023472954
0.46,1.54,80.15573974586032
0.46,1.56,83.40606417604253
0.46,1.58,86.70386056584069
0.46,1.6,90.03640556696884
0.46,1.62,93.40777257287732
0.46,1.64,96.81114768066404
0.46,1.66,100.2729510941699
0.46,1.68,103.76978695429185
0.46,1.7,107.3040248113015
0.46,1.72,110.86455511958688
0.46,1.74,114.44679702988982
0.46,1.76,118.04559857496483
0.46,1.78,121.68700540796924
0.46,1.8,125.34635507865073
0.46,1.82,129.03154654795645
0.46,1.84,132.7195450363052
0.46,1.86,136.4143983473772
0.46,1.88,140.1335457284996
0.46,1.9,143.84926675936097
0.46,1.92,147.5857689342077
0.46,1.94,151.35087220995112
0.46,1.96,155.1330417468314
0.46,1.98,158.90917994080164
0.46,2.0,162.68033380972693
0.48,-2.0,163.86
0.48,-1.98,160.07298957676153
0.48,-1.96,156.27878264052038
0.48,-1.94,152.48383192282844
0.48,-1.92,148.7
0.48,-1.9,144.9299599082137
0.48,-1.88,141.17984147961874
0.48,-1.86,137.45402523488997
0.48,-1.84,133.75
0.48,-1.82,130.0643321145427
0.48,-1.8,126.40144204989244
0.48,-1.78,122.76070217657197
0.48,-1.76,119.14
0.48,-1.74,115.54092334381694
0.48,-1.72,111.96118617324055
0.48,-1.7,108.40658567879623
0.48,-1.68,104.89
0.48,-1.66,101.41479355077722
0.48,-1.64,97.97070462557687
0.48,-1.62,94.5634264039523
0.48,-1.6,91.202
0.48,-1.58,87.87965947791392
0.48,-1.56,84.60117712413194
0.48,-1.54,81.36116671335866
0.48,-1.52,78.148
0.48,-1.5,74.96414423056032
0.48,-1.48,71.81130577217057
0.48,-1.46,68.69457112366895
0.48,-1.44,65.626
0.48,-1.42,62.61917468789172
0.48,-1.4,59.682483417054804
0.48,-1.38,56.81533556450568
0.48,-1.36,54.0
0.48,-1.34,51.23654641863034
0.48,-1.32,48.54042909654606
0.48,-1.3,45.91286235311228
0.48,-1.28,43.361
0.48,-1.26,40.88903994976276
0.48,-1.24,38.47613083245696
0.48,-1.22,36.12705369889685
0.48,-1.2,33.858
0.48,-1.18,31.662161968610413
0.48,-1.16,29.54717210958143
0.48,-1.14,27.521769468634062
0.48,-1.12,25.583
0.48,-1.1,23.7289163205824
0.48,-1.08,21.97120974131323
0.48,-1.06,20.309048466614403
0.48,-1.04,18.731
0.48,-1.02,17.245354873327475
0.48,-1.0,15.861049947539838
0.48,-0.98,14.579633671528502
0.48,-0.96,13.416
0.48,-0.94,12.35411334765121
0.48,-0.92,11.382103388427597
0.48,-0.9,10.508409374792803
0.48,-0.88,9.7398
0.48,-0.86,9.090790706505896
0.48,-0.84,8.54032081781765
0.48,-0.82,8.09433738334097
0.48,-0.8,7.7469
0.48,-0.78,7.488835756254751
0.48,-0.76,7.333933581701343
0.48,-0.74,7.273504412627633
0.48,-0.72,7.3084
0.48,-0.7,7.440645846851187
0.48,-0.68,7.66511269558757
0.48,-0.66,7.971452204993578
0.48,-0.64,8.3779
0.48,-0.62,8.874321134189957
0.48,-0.6,9.425872792470217
0.48,-0.58,10.057171662890264
0.48,-0.56,10.77
0.48,-0.54,11.546320963503902
0.48,-0.52,12.382618707187614
0.48,-0.5,13.263790134718837
0.48,-0.48,14.18
0.48,-0.46,15.124225491291316
0.48,-0.44,16.098839011217947
0.48,-0.42,17.11599130909343
0.48,-0.4,18.182
0.48,-0.38,19.256429052466803
0.48,-0.36,20.30102309688273
0.48,-0.34,21.313761467707128
0.48,-0.32,22.288
0.48,-0.3,23.245619661706662
0.48,-0.28,24.203975156629415
0.48,-0.26,25.136989486730396
0.48,-0.24,26.032
0.48,-0.22,26.87786513108961
0.48,-0.2,27.6506955088862
0.48,-0.18,28.357929209253
0.48,-0.16,29.0
0.48,-0.14,29.577905581806824
0.48,-0.12,30.095000391340953
0.48,-0.1,30.53936051399469
0.48,-0.08,30.904
0.48,-0.06,31.183244166672115
0.48,-0.04,31.382756873194648
0.48,-0.02,31.514998290412024
0.48,-0.0,31.559
0.48,0.02,31.511037948172337
0.48,0.04,31.38840570135601
0.48,0.06,31.183060902491622
0.48,0.08,30.91
0.48,0.1,30.56066853848225
0.48,0.12,30.1230998064461
0.48,0.14,29.606972710054855
0.48,0.16,29.012
0.48,0.18,28.352981000080582
0.48,0.2,27.64046420661571
0.48,0.22,26.871738611457296
0.48,0.24,26.056
0.48,0.26,25.20167126822451
0.48,0.28,24.29132253253454
0.48,0.3,23.321269139919146
0.48,0.32,22.318
0.48,0.34,21.287396805369116
0.48,0.36,20.24385280414245
0.48,0.38,19.22100630557301
0.48,0.4,18.214
0.48,0.42,17.20796235253831
0.48,0.44,16.202383292706152
0.48,0.46,15.198603744369322
0.48,0.48,14.223
0.48,0.5,13.286800647343194
0.48,0.52,12.393282664715677
0.48,0.54,11.562163684410391
0.48,0.56,10.798
0.48,0.58,10.093655596982115
0.48,0.6,9.4523486875416
0.48,0.62,8.884769214461045
0.48,0.64,8.3925
0.48,0.66,7.981743431691646
0.48,0.68,7.673214487918328
0.48,0.7,7.4529060365511235
0.48,0.72,7.3128
0.48,0.74,7.271711473407998
0.48,0.76,7.328768916233586
0.48,0.78,7.480931528359173
0.48,0.8,7.7265
0.48,0.82,8.073125069497198
0.48,0.84,8.519228556889479
0.48,0.86,9.060840832728854
0.48,0.88,9.71
0.48,0.9,10.447432904254713
0.48,0.92,11.296264142880922
0.48,0.94,12.272122065620392
0.48,0.96,13.348
0.48,0.98,14.532627736000114
0.48,1.0,15.817569759950496
0.48,1.02,17.190530964454435
0.48,1.04,18.664
0.48,1.06,20.252492396597006
0.48,1.08,21.930790618092622
0.48,1.1,23.699804720588297
0.48,1.12,25.564
0.48,1.14,27.504584258323376
0.48,1.16,29.52493429379392
0.48,1.18,31.626401424211494
0.48,1.2,33.802
0.48,1.22,36.04804092506512
0.48,1.24,38.37250926371717
0.48,1.26,40.77334760303474
0.48,1.28,43.255
0.48,1.3,45.81911270367014
0.48,1.32,48.44607124434796
0.48,1.34,51.13077648280354
0.48,1.36,53.874
0.48,1.38,56.673249821502154
0.48,1.4,59.53438118737783
0.48,1.42,62.45550703721012
0.48,1.44,65.43
0.48,1.46,68.45313377648877
0.48,1.48,71.51993937201469
0.48,1.5,74.63680548542655
0.48,1.52,77.792
0.48,1.54,80.99361293820198
0.48,1.56,84.25032115977365
0.48,1.58,87.54540673269123
0.48,1.6,90.882
0.48,1.62,94.2626847330201
0.48,1.64,97.68587421440783
0.48,1.66,101.14894627664592
0.48,1.68,104.65
0.48,1.7,108.18504679868072
0.48,1.72,111.74033366030488
0.48,1.74,115.31623147391818
0.48,1.76,118.92
0.48,1.78,122.54863455141361
0.48,1.8,126.2043740272339
0.48,1.82,129.88642481617362
0.48,1.84,133.58
0.48,1.86,137.27226124735068
0.48,1.88,140.97320589198193
0.48,1.9,144.69394742092658
0.48,1.92,148.43
0.48,1.94,152.18589345235597
0.48,1.96,155.9568069780998
0.48,1.98,159.72506902285397
0.48,2.0,163.49
0.5,-2.0,164.74015091660675
0.5,-1.98,160.94773433948237
0.5,-1.96,157.14553864792504
0.5,-1.94,153.35657111105039
0.5,-1.92,149.57936674826198
0.5,-1.9,145.8151801753123
0.5,-1.88,142.07174915807067
0.5,-1.86,138.35294244908215
0.5,-1.84,134.6561233817243
0.5,-1.82,130.97099711018984
0.5,-1.8,127.3071578181085
0.5,-1.78,123.67039013874549
0.5,-1.76,120.05441448960849
0.5,-1.74,116.46060610935818
0.5,-1.72,112.88516187026578
0.5,-1.7,109.34276541250313
0.5,-1.68,105.83539739265089
0.5,-1.66,102.35891705964382
0.5,-1.64,98.90371849270369
0.5,-1.62,95.48906075465646
0.5,-1.6,92.11508433280683
0.5,-1.58,88.80112879358519
0.5,-1.56,85.5226107639206
0.5,-1.54,82.28395268053366
0.5,-1.52,79.0727046104304
0.5,-1.5,75.8793781430777
0.5,-1.48,72.71930029606428
0.5,-1.46,69.60003875996541
0.5,-1.44,66.5169079006271
0.5,-1.42,63.51470320879821
0.5,-1.4,60.564304640376825
0.5,-1.38,57.68843022081454
0.5,-1.36,54.871348584926245
0.5,-1.34,52.10648673474481
0.5,-1.32,49.39929453042431
0.5,-1.3,46.76012116007754
0.5,-1.28,44.19278562370499
0.5,-1.26,41.704345304910774
0.5,-1.24,39.26958576805713
0.5,-1.22,36.904863421967704
0.5,-1.2,34.607834330606295
0.5,-1.18,32.396742647764015
0.5,-1.16,30.25795903260117
0.5,-1.14,28.20647220731672
0.5,-1.12,26.22143883541941
0.5,-1.1,24.364604168885286
0.5,-1.08,22.581924796955107
0.5,-1.06,20.894037513368357
0.5,-1.04,19.286364020595148
0.5,-1.02,17.76830238977252
0.5,-1.0,16.344567131612237
0.5,-0.98,15.008697599460428
0.5,-0.96,13.78497264155865
0.5,-0.94,12.673526663307225
0.5,-0.92,11.665447771905779
0.5,-0.9,10.750997457964019
0.5,-0.88,9.93461424685639
0.5,-0.86,9.239358136273525
0.5,-0.84,8.632639427303749
0.5,-0.82,8.136029616703613
0.5,-0.8,7.728195034193496
0.5,-0.78,7.408339126465536
0.5,-0.76,7.180781796593686
0.5,-0.74,7.067509865026291
0.5,-0.72,7.036758240128531
0.5,-0.7,7.091271268509086
0.5,-0.68,7.242241273030439
0.5,-0.66,7.48985357656108
0.5,-0.64,7.816449599266205
0.5,-0.62,8.248954940388499
0.5,-0.6,8.74231543691498
0.5,-0.58,9.291876037271852
0.5,-0.56,9.883400534545256
0.5,-0.54,10.57727496984571
0.5,-0.52,11.331549802177777
0.5,-0.5,12.132165932958484
0.5,-0.48,12.964644682402017
0.5,-0.46,13.845857034669201
0.5,-0.44,14.754082165533504
0.5,-0.42,15.700408407209052
0.5,-0.4,16.680559385759068
0.5,-0.38,17.67450990330658
0.5,-0.36,18.65845751796661
0.5,-0.34,19.608875923466577
0.5,-0.32,20.523200615785765
0.5,-0.3,21.426828146478375
0.5,-0.28,22.32776053236427
0.5,-0.26,23.20659845133263
0.5,-0.24,24.054083447217998
0.5,-0.22,24.84589545107133
0.5,-0.2,25.576505418695625
0.5,-0.18,26.243511657809794
0.5,-0.16,26.856845291585795
0.5,-0.14,27.402667838030055
0.5,-0.12,27.89778693828607
0.5,-0.1,28.317297605048463
0.5,-0.08,28.671204216157413
0.5,-0.06,28.941883043879155
0.5,-0.04,29.142903943896595
0.5,-0.02,29.26983185872979
0.5,-0.0,29.318173968371838
0.5,0.02,29.266343342906552
0.5,0.04,29.148447057712914
0.5,0.06,28.94812211161446
0.5,0.08,28.688533288936213
0.5,0.1,28.35161678971626
0.5,0.12,27.93881405411314
0.5,0.14,27.449446677317248
0.5,0.16,26.893244557058782
0.5,0.18,26.275647315754217
0.5,0.2,25.597919389563067
0.5,0.22,24.867346795737898
0.5,0.24,24.10334974189493
0.5,0.26,23.282329311828768
0.5,0.28,22.42477728098038
0.5,0.3,21.504509282662546
0.5,0.32,20.557784130091726
0.5,0.34,19.58908581139223
0.5,0.36,18.629641529717908
0.5,0.38,17.6825776914807
0.5,0.4,16.732313981315965
0.5,0.42,15.806032864535904
0.5,0.44,14.878275058715559
0.5,0.46,13.948729336966876
0.5,0.48,13.050260874858338
0.5,0.5,12.196255566220477
0.5,0.52,11.366740153862994
0.5,0.54,10.599567279955112
0.5,0.56,9.908479591646628
0.5,0.58,9.288996776758792
0.5,0.6,8.72585561513705
0.5,0.62,8.240220636442539
0.5,0.64,7.827879332444027
0.5,0.66,7.498376643968163
0.5,0.68,7.254684702579586
0.5,0.7,7.113007989650282
0.5,0.72,7.038609942859685
0.5,0.74,7.074309041688974
0.5,0.76,7.186286496633591
0.5,0.78,7.385549706530889
0.5,0.8,7.677839677824316
0.5,0.82,8.092486641011348
0.5,0.84,8.602729166030379
0.5,0.86,9.202900039447613
0.5,0.88,9.910160388379458
0.5,0.9,10.71627060956348
0.5,0.92,11.610747474553989
0.5,0.94,12.638759496152606
0.5,0.96,13.759098055514235
0.5,0.98,14.985953027917144
0.5,1.0,16.31946492587277
0.5,1.02,17.7177736867781
0.5,1.04,19.2124731803661
0.5,1.06,20.821206055266178
0.5,1.08,22.51401109998327
0.5,1.1,24.32169605342713
0.5,1.12,26.209064983162676
0.5,1.14,28.176047421680575
0.5,1.16,30.22123760901636
0.5,1.18,32.348127772141225
0.5,1.2,34.54719925099508
0.5,1.22,36.82766121566534
0.5,1.24,39.16417607490508
0.5,1.26,41.57689329369531
0.5,1.28,44.07084630749043
0.5,1.3,46.65013647927451
0.5,1.32,49.29473077633293
0.5,1.34,51.99171094297766
0.5,1.36,54.73755596517759
0.5,1.38,57.54694203412408
0.5,1.4,60.41545029906955
0.5,1.42,63.349728991733556
0.5,1.44,66.33047392604055
0.5,1.46,69.36417330596728
0.5,1.48,72.42660856541553
0.5,1.5,75.54451003749054
0.5,1.52,78.69416096971055
0.5,1.54,81.9033584969203
0.5,1.56,85.15883017754898
0.5,1.58,88.4463729719792
0.5,1.6,91.78264708464941
0.5,1.62,95.168282123962
0.5,1.64,98.59819244210507
0.5,1.66,102.0679225922371
0.5,1.68,105.57022667086129
0.5,1.7,109.103114903251
0.5,1.72,112.65399076972643
0.5,1.74,116.22397223389031
0.5,1.76,119.80988842094703
0.5,1.78,123.44069176664956
0.5,1.8,127.08819749457572
0.5,1.82,130.74914307553982
0.5,1.84,134.4422956527838
0.5,1.86,138.13702408294546
0.5,1.88,141.86666657531728
0.5,1.9,145.59575473097098
0.5,1.92,149.32063544842526
0.5,1.94,153.07015724595118
0.5,1.96,156.82955843255436
0.5,1.98,160.59182110005796
0.5,2.0,164.34893222201762
0.52,-2.0,165.65805811197032
0.52,-1.98,161.8536386356474
0.52,-1.96,158.05387401675375
0.52,-1.94,154.26788265836805
0.52,-1.92,150.4945602641221
0.52,-1.9,146.73808542584237
0.52,-1.88,143.0041010978955
0.52,-1.86,139.29616034023084
0.52,-1.84,135.6052853144464
0.52,-1.82,131.92302913433167
0.52,-1.8,128.25830658821144
0.52,-1.78,124.61949231855684
0.52,-1.76,121.00598974466797
0.52,-1.74,117.4177942852204
0.52,-1.72,113.855689552207
0.52,-1.7,110.32235713673953
0.52,-1.68,106.81721640574152
0.52,-1.66,103.32849666007513
0.52,-1.64,99.86685953842515
0.52,-1.62,96.44757710056244
0.52,-1.6,93.07364506467616
0.52,-1.58,89.75361298171808
0.52,-1.56,86.47744019107483
0.52,-1.54,83.23765722937453
0.52,-1.52,80.02584547823076
0.52,-1.5,76.83164150191571
0.52,-1.48,73.66578915632778
0.52,-1.46,70.52884395539176
0.52,-1.44,67.44338506574671
0.52,-1.42,64.44214325173417
0.52,-1.4,61.50193757907258
0.52,-1.38,58.618632368279044
0.52,-1.36,55.79817760919663
0.52,-1.34,53.02608609702905
0.52,-1.32,50.30805418209817
0.52,-1.3,47.64699379254367
0.52,-1.28,45.057221690561434
0.52,-1.26,42.54516195929561
0.52,-1.24,40.10029305201829
0.52,-1.22,37.71589477664092
0.52,-1.2,35.400469288480146
0.52,-1.18,33.16300852716238
0.52,-1.16,31.003401023817517
0.52,-1.14,28.918609438080768
0.52,-1.12,26.915178420967006
0.52,-1.1,25.02938182651522
0.52,-1.08,23.236132323247645
0.52,-1.06,21.515966754633098
0.52,-1.04,19.884979767071634
0.52,-1.02,18.337199578704745
0.52,-1.0,16.873541425043562
0.52,-0.98,15.493916737443339
0.52,-0.96,14.21744014233304
0.52,-0.94,13.05775337768806
0.52,-0.92,12.002366385818744
0.52,-0.9,11.040000890385642
0.52,-0.88,10.175394587429835
0.52,-0.86,9.41447551849643
0.52,-0.84,8.75667446088861
0.52,-0.82,8.200040140558192
0.52,-0.8,7.73824147544866
0.52,-0.78,7.367649352347048
0.52,-0.76,7.080152811009947
0.52,-0.74,6.89160878499756
0.52,-0.72,6.802186775524824
0.52,-0.7,6.78818457294804
0.52,-0.68,6.863235857193866
0.52,-0.66,7.03921256976047
0.52,-0.64,7.306810492662
0.52,-0.62,7.656040834240563
0.52,-0.6,8.070787639417858
0.52,-0.58,8.521576922775568
0.52,-0.56,9.030765791130454
0.52,-0.54,9.63712020989498
0.52,-0.52,10.314599387243359
0.52,-0.5,11.029391418654951
0.52,-0.48,11.784140912210237
0.52,-0.46,12.592450686914713
0.52,-0.44,13.445054975304904
0.52,-0.42,14.319690281741387
0.52,-0.4,15.211714652422055
0.52,-0.38,16.120024199256445
0.52,-0.36,17.02765273885853
0.52,-0.34,17.915007272424265
0.52,-0.32,18.78175906077626
0.52,-0.3,19.635626272247933
0.52,-0.28,20.476501106831364
