#\kappa_tau,\kappa_tau_tilde,\lnLog
-1.3,-0.2,23.80062907298763
-1.3,-0.18,23.40768516492038
-1.3,-0.16,23.03192975820273
-1.3,-0.14,22.705406761034396
-1.3,-0.12,22.42678930467324
-1.3,-0.1,22.17890947644189
-1.3,-0.08,21.98925876250429
-1.3,-0.06,21.860418949260957
-1.3,-0.04,21.77220782923322
-1.3,-0.02,21.717320854830366
-1.3,-0.0,21.69428032526805
-1.3,0.02,21.731148126016155
-1.3,0.04,21.801685199630004
-1.3,0.06,21.91619583691353
-1.3,0.08,22.05625144967778
-1.3,0.1,22.26134127386848
-1.3,0.12,22.500107311863783
-1.3,0.14,22.783834092141667
-1.3,0.16,23.100664795272383
-1.3,0.18,23.45272917623705
-1.3,0.2,23.825479707703735
-1.3,0.22,24.241827732554533
-1.3,0.24,24.691505903460616
-1.3,0.26,25.214048713402278
-1.3,0.28,25.7874616778114
-1.3,0.3,26.41875760826359
-1.3,0.32,27.069648575109248
-1.3,0.34,27.78804608203619
-1.3,0.36,28.523387967370756
-1.3,0.38,29.313732522615904
-1.3,0.4,30.156053493104086
-1.3,0.42,31.055917325026254
-1.3,0.44,32.002175088248634
-1.3,0.46,32.97694206531038
-1.3,0.48,33.9777252790253
-1.3,0.5,35.04441964726111
-1.3,0.52,36.16384997986821
-1.3,0.54,37.33936486438903
-1.3,0.56,38.5486181337386
-1.3,0.58,39.80994038438668
-1.3,0.6,41.10071099243761
-1.3,0.62,42.46136721821269
-1.3,0.64,43.863174793064566
-1.3,0.66,45.329560195712055
-1.3,0.68,46.83100213434011
-1.3,0.7,48.377337117251095
-1.3,0.72,49.96195178238786
-1.3,0.74,51.58436401751206
-1.3,0.76,53.2509046424635
-1.3,0.78,54.95954678891763
-1.3,0.8,56.70912636876806
-1.3,0.82,58.50022294931892
-1.3,0.84,60.33559397133007
-1.3,0.86,62.220037924089034
-1.3,0.88,64.15762595994175
-1.3,0.9,66.15290526784155
-1.3,0.92,68.17300123378321
-1.3,0.94,70.2424268966878
-1.3,0.96,72.36624629749569
-1.3,0.98,74.55722551533559
-1.3,1.0,76.78053311923593
-1.3,1.02,79.01334434268334
-1.3,1.04,81.28180355328325
-1.3,1.06,83.5872378441755
-1.3,1.08,85.933750726932
-1.3,1.1,88.32907184093216
-1.3,1.12,90.76365685259674
-1.3,1.14,93.2474006876539
-1.3,1.16,95.76587820086424
-1.3,1.18,98.33426571650247
-1.3,1.2,100.92604832187423
-1.3,1.22,103.54577846051015
-1.3,1.24,106.18605090878495
-1.3,1.26,108.8573731440703
-1.3,1.28,111.55990415034671
-1.3,1.3,114.31850334452903
-1.3,1.32,117.10355871164882
-1.3,1.34,119.91602900595548
-1.3,1.36,122.74475576909292
-1.3,1.38,125.60807169811034
-1.3,1.4,128.49825384068671
-1.3,1.42,131.42605293604103
-1.3,1.44,134.3698884517747
-1.3,1.46,137.34052074767004
-1.3,1.48,140.326840932156
-1.3,1.5,143.3407014617352
-1.3,1.52,146.38237123158288
-1.3,1.54,149.45530319368248
-1.3,1.56,152.5555601269839
-1.3,1.58,155.66009380459286
-1.3,1.6,158.7899883036287
-1.3,1.62,161.9516127830476
-1.3,1.64,165.13230521227933
-1.3,1.66,168.2955048750841
-1.3,1.68,171.47477804795497
-1.3,1.7,174.65812551371707
-1.3,1.72,177.86187667268197
-1.3,1.74,181.1161622411182
-1.3,1.76,184.3735354418565
-1.3,1.78,187.66803156507345
-1.3,1.8,190.95995641926623
-1.3,1.82,194.28052124491097
-1.3,1.84,197.61320239822578
-1.3,1.86,200.9568984488825
-1.3,1.88,204.28091432560862
-1.3,1.9,207.6184974987465
-1.3,1.92,210.95253367468726
-1.3,1.94,214.3155678780583
-1.3,1.96,217.6841734182597
-1.3,1.98,221.03939428562055
-1.3,2.0,224.38787807648032
-1.28,-2.0,221.57
-1.28,-1.98,218.15862402838135
-1.28,-1.96,214.75095331034856
-1.28,-1.94,211.3562201905477
-1.28,-1.92,207.98
-1.28,-1.9,204.6240515053706
-1.28,-1.88,201.28469005563625
-1.28,-1.86,197.96425025555632
-1.28,-1.84,194.66
-1.28,-1.82,191.36582897590367
-1.28,-1.8,188.07530583599814
-1.28,-1.78,184.7850524656846
-1.28,-1.76,181.5
-1.28,-1.74,178.22498175584104
-1.28,-1.72,174.96471479138387
-1.28,-1.7,171.72168818047888
-1.28,-1.68,168.5
-1.28,-1.66,165.29378131166698
-1.28,-1.64,162.10304452820736
-1.28,-1.62,158.93974932930968
-1.28,-1.6,155.8
-1.28,-1.58,152.67704959827313
-1.28,-1.56,149.56783704252987
-1.28,-1.54,146.47236876130202
-1.28,-1.52,143.4
-1.28,-1.5,140.35893949675975
-1.28,-1.48,137.34672029307075
-1.28,-1.46,134.3588311226577
-1.28,-1.44,131.39
-1.28,-1.42,128.44260883342287
-1.28,-1.4,125.52453158593383
-1.28,-1.38,122.63761636369593
-1.28,-1.36,119.78
-1.28,-1.34,116.94653065944448
-1.28,-1.32,114.13878472926531
-1.28,-1.3,111.35737976828698
-1.28,-1.28,108.6
-1.28,-1.26,105.87735025196457
-1.28,-1.24,103.1961898008833
-1.28,-1.22,100.55524726264548
-1.28,-1.2,97.956
-1.28,-1.18,95.3980249905855
-1.28,-1.16,92.87478263283022
-1.28,-1.14,90.37745619886566
-1.28,-1.12,87.907
-1.28,-1.1,85.45997020996714
-1.28,-1.08,83.04386160639316
-1.28,-1.06,80.6692830362943
-1.28,-1.04,78.34
-1.28,-1.02,76.06096133868614
-1.28,-1.0,73.83227475678618
-1.28,-0.98,71.65776808516824
-1.28,-0.96,69.529
-1.28,-0.94,67.43850067644192
-1.28,-0.92,65.37963060728649
-1.28,-0.9,63.35053495147044
-1.28,-0.88,61.363
-1.28,-0.86,59.42416446580349
-1.28,-0.84,57.539607819613124
-1.28,-0.82,55.711505450626774
-1.28,-0.8,53.925
-1.28,-0.78,52.19012539381027
-1.28,-0.76,50.50852277676228
-1.28,-0.74,48.87179774623078
-1.28,-0.72,47.284
-1.28,-0.7,45.73308423210915
-1.28,-0.68,44.21497049837336
-1.28,-0.66,42.73014842852018
-1.28,-0.64,41.295
-1.28,-0.62,39.91378678142108
-1.28,-0.6,38.58726898674247
-1.28,-0.58,37.31657480903897
-1.28,-0.56,36.09
-1.28,-0.54,34.90397867472376
-1.28,-0.52,33.7559291603319
-1.28,-0.5,32.64698084119102
-1.28,-0.48,31.582
-1.28,-0.46,30.58245567334837
-1.28,-0.44,29.645274229447544
-1.28,-0.42,28.75009586017411
-1.28,-0.4,27.9
-1.28,-0.38,27.07145336696084
-1.28,-0.36,26.266166442832088
-1.28,-0.34,25.51661249511121
-1.28,-0.32,24.819
-1.28,-0.3,24.167191207585738
-1.28,-0.28,23.56373680734004
-1.28,-0.26,23.008237871072602
-1.28,-0.24,22.498
-1.28,-0.22,22.03091702583571
-1.28,-0.2,21.609237848882074
-1.28,-0.18,21.22100646647957
-1.28,-0.16,20.853
-1.28,-0.14,20.523667369453264
-1.28,-0.12,20.245054687191647
-1.28,-0.1,20.012953623456376
-1.28,-0.08,19.838
-1.28,-0.06,19.712244429352193
-1.28,-0.04,19.62115309115152
-1.28,-0.02,19.566747318956242
-1.28,-0.0,19.553
-1.28,0.02,19.584022714851884
-1.28,0.04,19.65134619058391
-1.28,0.06,19.759920198443737
-1.28,0.08,19.912
-1.28,0.1,20.09998481560743
-1.28,0.12,20.333384616472276
-1.28,0.14,20.60764629710083
-1.28,0.16,20.914
-1.28,0.18,21.263163002902857
-1.28,0.2,21.641442887454023
-1.28,0.22,22.047714031116147
-1.28,0.24,22.492
-1.28,0.26,22.994148732252064
-1.28,0.28,23.55342743564268
-1.28,0.3,24.17054994801457
-1.28,0.32,24.841
-1.28,0.34,25.52692510949927
-1.28,0.36,26.26318817793814
-1.28,0.38,27.055561339586866
-1.28,0.4,27.889
-1.28,0.42,28.76980734407391
-1.28,0.44,29.690333687259972
-1.28,0.46,30.640651460405927
-1.28,0.48,31.634
-1.28,0.5,32.68616996153031
-1.28,0.52,33.795163810461304
-1.28,0.54,34.955178302038256
-1.28,0.56,36.158
-1.28,0.58,37.40342392090993
-1.28,0.6,38.690229903538146
-1.28,0.62,40.03869648802123
-1.28,0.64,41.44
-1.28,0.66,42.89601527634556
-1.28,0.68,44.40487871057688
-1.28,0.7,45.941834724113995
-1.28,0.72,47.515
-1.28,0.74,49.12849615701592
-1.28,0.76,50.78375621588494
-1.28,0.78,52.48088799517461
-1.28,0.8,54.221
-1.28,0.82,56.006432647160814
-1.28,0.84,57.839840415063904
-1.28,0.86,59.722994015972255
-1.28,0.88,61.659
-1.28,0.9,63.63714518513697
-1.28,0.92,65.65551764664966
-1.28,0.94,67.72726006377937
-1.28,0.96,69.858
-1.28,0.98,72.04116565079579
-1.28,1.0,74.26456218500539
-1.28,1.02,76.51561776564867
-1.28,1.04,78.792
-1.28,1.06,81.09847367914627
-1.28,1.08,83.43725668986997
-1.28,1.1,85.82242226252059
-1.28,1.12,88.253
-1.28,1.14,90.72712750501888
-1.28,1.16,93.2454472078294
-1.28,1.18,95.81056054092294
-1.28,1.2,98.411
-1.28,1.22,101.03976899740039
-1.28,1.24,103.69947889924626
-1.28,1.26,106.37914338188632
-1.28,1.28,109.1
-1.28,1.3,111.86487104605811
-1.28,1.32,114.65651874040404
-1.28,1.34,117.4761831998127
-1.28,1.36,120.32
-1.28,1.38,123.18626333718686
-1.28,1.4,126.08430488547907
-1.28,1.42,129.015715876556
-1.28,1.44,131.97
-1.28,1.46,134.94557914413278
-1.28,1.48,137.94747268202377
-1.28,1.5,140.9755289737822
-1.28,1.52,144.03
-1.28,1.54,147.10923059302908
-1.28,1.56,150.21231311617848
-1.28,1.58,153.3358657653604
-1.28,1.6,156.48
-1.28,1.62,159.65060573027066
-1.28,1.64,162.83654336110897
-1.28,1.66,166.03024439129507
-1.28,1.68,169.23
-1.28,1.7,172.4333017933866
-1.28,1.72,175.65403763381323
-1.28,1.74,178.89743534340758
-1.28,1.76,182.17
-1.28,1.78,185.47582586042972
-1.28,1.8,188.7983671475757
-1.28,1.82,192.13772733091923
-1.28,1.84,195.49
-1.28,1.86,198.83345309697725
-1.28,1.88,202.1722113635044
-1.28,1.9,205.52267590352824
-1.28,1.92,208.88
-1.28,1.94,212.25485395304366
-1.28,1.96,215.64239720727053
-1.28,1.98,219.01955292574277
-1.28,2.0,222.39
-1.26,-2.0,219.59227814758293
-1.26,-1.98,216.16725326042496
-1.26,-1.96,212.7454132494943
-1.26,-1.94,209.33798805106235
-1.26,-1.92,205.94644526398667
-1.26,-1.9,202.57934726097932
-1.26,-1.88,199.22556883867594
-1.26,-1.86,195.88614497140608
-1.26,-1.84,192.5671173821374
-1.26,-1.82,189.2578728804442
-1.26,-1.8,185.94967186203004
-1.26,-1.78,182.6381194639993
-1.26,-1.76,179.33858269755916
-1.26,-1.74,176.05093633495846
-1.26,-1.72,172.78021335185161
-1.26,-1.7,169.5331319066389
-1.26,-1.68,166.29740312988702
-1.26,-1.66,163.08125629399999
-1.26,-1.64,159.87794874586447
-1.26,-1.62,156.70223094002336
-1.26,-1.6,153.54395087001706
-1.26,-1.58,150.42087133070999
-1.26,-1.56,147.3057233683381
-1.26,-1.54,144.2038132292945
-1.26,-1.52,141.11658165315959
-1.26,-1.5,138.06827517694074
-1.26,-1.48,135.04120117033293
-1.26,-1.46,132.03690059151026
-1.26,-1.44,129.03508042913035
-1.26,-1.42,126.07527767036336
-1.26,-1.4,123.14467034810335
-1.26,-1.38,120.24620814469154
-1.26,-1.36,117.37435053059893
-1.26,-1.34,114.53915191762182
-1.26,-1.32,111.72239442235363
-1.26,-1.3,108.93878820463738
-1.26,-1.28,106.18073420175341
-1.26,-1.26,103.45861023650356
-1.26,-1.24,100.77895156224288
-1.26,-1.22,98.12404478456833
-1.26,-1.2,95.51843410665856
-1.26,-1.18,92.95536629607432
-1.26,-1.16,90.42513231261002
-1.26,-1.14,87.93176690502511
-1.26,-1.12,85.45711433010587
-1.26,-1.1,83.00776117077702
-1.26,-1.08,80.5896482783571
-1.26,-1.06,78.21833649182555
-1.26,-1.04,75.88517196957092
-1.26,-1.02,73.6124445157572
-1.26,-1.0,71.38469695947684
-1.26,-0.98,69.2062560106743
-1.26,-0.96,67.06829244354208
-1.26,-0.94,64.98171913423175
-1.26,-0.92,62.93302520520348
-1.26,-0.9,60.91387922244868
-1.26,-0.88,58.92923457287875
-1.26,-0.86,57.00264368207488
-1.26,-0.84,55.12320196649186
-1.26,-0.82,53.30032207642066
-1.26,-0.8,51.51837958497518
-1.26,-0.78,49.79745028513548
-1.26,-0.76,48.122397700262255
-1.26,-0.74,46.503498792269326
-1.26,-0.72,44.91458326173696
-1.26,-0.7,43.37086970928428
-1.26,-0.68,41.85174709120889
-1.26,-0.66,40.37140685070832
-1.26,-0.64,38.94017281339031
-1.26,-0.62,37.5869881689338
-1.26,-0.6,36.274554264318894
-1.26,-0.58,35.019296500334626
-1.26,-0.56,33.801245035930414
-1.26,-0.54,32.62955663970323
-1.26,-0.52,31.492374477324294
-1.26,-0.5,30.3824538939594
-1.26,-0.48,29.323830744104363
-1.26,-0.46,28.342680792455933
-1.26,-0.44,27.42681357575489
-1.26,-0.42,26.526778093654734
-1.26,-0.4,25.68530768415691
-1.26,-0.38,24.895531275527418
-1.26,-0.36,24.107435449015735
-1.26,-0.34,23.37313858317394
-1.26,-0.32,22.667030092082232
-1.26,-0.3,22.035282789516973
-1.26,-0.28,21.44056414105099
-1.26,-0.26,20.896766488827122
-1.26,-0.24,20.386853289871592
-1.26,-0.22,19.939411408845796
-1.26,-0.2,19.517914791573425
-1.26,-0.18,19.12431615244182
-1.26,-0.16,18.76192069061995
-1.26,-0.14,18.4438079255822
-1.26,-0.12,18.172559361295747
-1.26,-0.1,17.94942975935403
-1.26,-0.08,17.777093236150787
-1.26,-0.06,17.658036654588095
-1.26,-0.04,17.564778381863206
-1.26,-0.02,17.52125450235245
-1.26,-0.0,17.500985610281653
-1.26,0.02,17.53707409362792
-1.26,0.04,17.597543244859764
-1.26,0.06,17.7051898314358
-1.26,0.08,17.837114604603713
-1.26,0.1,18.025644431532736
-1.26,0.12,18.24518115417702
-1.26,0.14,18.511029442273024
-1.26,0.16,18.80752298599604
-1.26,0.18,19.15558249652653
-1.26,0.2,19.530852659882484
-1.26,0.22,19.938911811485017
-1.26,0.24,20.37941183655296
-1.26,0.26,20.883599987649724
-1.26,0.28,21.441823084911817
-1.26,0.3,22.05062130528624
-1.26,0.32,22.678553958031404
-1.26,0.34,23.394349290927924
-1.26,0.36,24.122275660503846
-1.26,0.38,24.89217011534192
-1.26,0.4,25.705448207463355
-1.26,0.42,26.566347937891553
-1.26,0.44,27.461932725016514
-1.26,0.46,28.39792707646171
-1.26,0.48,29.369368507796572
-1.26,0.5,30.41488037055753
-1.26,0.52,31.509737798842927
-1.26,0.54,32.65706903256128
-1.26,0.56,33.844328702545056
-1.26,0.58,35.08687716613675
-1.26,0.6,36.36869983086193
-1.26,0.62,37.708274173186695
-1.26,0.64,39.09341920170516
-1.26,0.66,40.54738096986246
-1.26,0.68,42.03984118113436
-1.26,0.7,43.549577006779934
-1.26,0.72,45.110188688127096
-1.26,0.74,46.71366456174664
-1.26,0.76,48.366441139561616
-1.26,0.78,50.049462472130195
-1.26,0.8,51.78213249816052
-1.26,0.82,53.563926808161305
-1.26,0.84,55.396835042254736
-1.26,0.86,57.279993085348565
-1.26,0.88,59.20917915228361
-1.26,0.9,61.182950332804104
-1.26,0.92,63.211748661204936
-1.26,0.94,65.2879787760902
-1.26,0.96,67.4055616977427
-1.26,0.98,69.57759223590062
-1.26,1.0,71.78895597877143
-1.26,1.02,74.04562509572837
-1.26,1.04,76.32756051062917
-1.26,1.06,78.63775671425026
-1.26,1.08,80.97593210301672
-1.26,1.1,83.35908364569353
-1.26,1.12,85.78459012226564
-1.26,1.14,88.26104911218398
-1.26,1.16,90.77374923958729
-1.26,1.18,93.33634547543174
-1.26,1.2,95.92919006465392
-1.26,1.22,98.56945243953352
-1.26,1.24,101.24992027864559
-1.26,1.26,103.94406021596765
-1.26,1.28,106.67393900632221
-1.26,1.3,109.45077903579751
-1.26,1.32,112.24950992811812
-1.26,1.34,115.07685942337727
-1.26,1.36,117.92107772047206
-1.26,1.38,120.80267377918659
-1.26,1.4,123.70522830139225
-1.26,1.42,126.63326187155756
-1.26,1.44,129.59480646291888
-1.26,1.46,132.58653667150156
-1.26,1.48,135.61581767618983
-1.26,1.5,138.6603303959224
-1.26,1.52,141.71875404774156
-1.26,1.54,144.81737810867278
-1.26,1.56,147.9264055114499
-1.26,1.58,151.06399567450603
-1.26,1.6,154.21806943105315
-1.26,1.62,157.39335619847935
-1.26,1.64,160.57277841405664
-1.26,1.66,163.78023470951942
-1.26,1.68,166.9978013429447
-1.26,1.7,170.21838605284208
-1.26,1.72,173.4541550019358
-1.26,1.74,176.73330771282073
-1.26,1.76,180.0161216880911
-1.26,1.78,183.3190483319869
-1.26,1.8,186.6479587923557
-1.26,1.82,190.00057371991323
-1.26,1.84,193.37385486023584
-1.26,1.86,196.75015473841884
-1.26,1.88,200.1101164483474
-1.26,1.9,203.47992340885762
-1.26,1.92,206.8447148634327
-1.26,1.94,210.23687061697535
-1.26,1.96,213.63320072288468
-1.26,1.98,217.03024836578825
-1.26,2.0,220.41746845421724
-1.24,-2.0,217.6277349636606
-1.24,-1.98,214.19412066150886
-1.24,-1.96,210.76372844519634
-1.24,-1.94,207.3445151791382
-1.24,-1.92,203.94185477651777
-1.24,-1.9,200.56143900312316
-1.24,-1.88,197.19616279818817
-1.24,-1.86,193.8382709970541
-1.24,-1.84,190.49680129312517
-1.24,-1.82,187.17037489296249
-1.24,-1.8,183.8412438512546
-1.24,-1.78,180.5108513949034
-1.24,-1.76,177.19476266812916
-1.24,-1.74,173.89819411766052
-1.24,-1.72,170.62289220012985
-1.24,-1.7,167.3706744750613
-1.24,-1.68,164.12929277837281
-1.24,-1.66,160.89566740367758
-1.24,-1.64,157.68202003537743
-1.24,-1.62,154.48724738207446
-1.24,-1.6,151.3185938479083
-1.24,-1.58,148.18808287337552
-1.24,-1.56,145.07699554520298
-1.24,-1.54,141.96695572378127
-1.24,-1.52,138.87235185502809
-1.24,-1.5,135.8087493115587
-1.24,-1.48,132.76888238624994
-1.24,-1.46,129.73481103880096
-1.24,-1.44,126.71270643197323
-1.24,-1.42,123.7328028287858
-1.24,-1.4,120.79440646522005
-1.24,-1.38,117.88251778188223
-1.24,-1.36,115.00226166984764
-1.24,-1.34,112.15848920601134
-1.24,-1.32,109.34162702034652
-1.24,-1.3,106.54578981559864
-1.24,-1.28,103.78876477634886
-1.24,-1.26,101.08044396133673
-1.24,-1.24,98.40316760026398
-1.24,-1.22,95.74126046168237
-1.24,-1.2,93.11733861986235
-1.24,-1.18,90.54356714194378
-1.24,-1.16,88.00885150192038
-1.24,-1.14,85.51296817249167
-1.24,-1.12,83.04060320225113
-1.24,-1.1,80.5900787743828
-1.24,-1.08,78.17194315535325
-1.24,-1.06,75.79628777428995
-1.24,-1.04,73.47330342715038
-1.24,-1.02,71.2057587337205
-1.24,-1.0,68.98395027197883
-1.24,-0.98,66.80062776366361
-1.24,-0.96,64.660180797686
-1.24,-0.94,62.57199927070271
-1.24,-0.92,60.534813007399194
-1.24,-0.9,58.52585979326173
-1.24,-0.88,56.55171396507782
-1.24,-0.86,54.63256079910816
-1.24,-0.84,52.764654375940026
-1.24,-0.82,50.94057870440694
-1.24,-0.8,49.178118995557384
-1.24,-0.78,47.47133782040706
-1.24,-0.76,45.809149346779066
-1.24,-0.74,44.18584346566064
-1.24,-0.72,42.59926688949949
-1.24,-0.7,41.058292173818735
-1.24,-0.68,39.54898830795845
-1.24,-0.66,38.07894879864857
-1.24,-0.64,36.65870778646635
-1.24,-0.62,35.315257226992316
-1.24,-0.6,34.0358547832767
-1.24,-0.58,32.78198208615901
-1.24,-0.56,31.573658109708038
-1.24,-0.54,30.417433612148468
-1.24,-0.52,29.292072532064527
-1.24,-0.5,28.194172588592096
-1.24,-0.48,27.15203975743031
-1.24,-0.46,26.19130272983463
-1.24,-0.44,25.284170058648314
-1.24,-0.42,24.39486669437725
-1.24,-0.4,23.54512605692392
-1.24,-0.38,22.763923048790243
-1.24,-0.36,22.02032421895196
-1.24,-0.34,21.289827528212452
-1.24,-0.32,20.59932093733854
-1.24,-0.3,19.97706622070983
-1.24,-0.28,19.40949387778838
-1.24,-0.26,18.869742496231087
-1.24,-0.24,18.372612067884013
-1.24,-0.22,17.930544445866943
-1.24,-0.2,17.51343605895578
-1.24,-0.18,17.11785152148927
-1.24,-0.16,16.766982419462856
-1.24,-0.14,16.46188788570563
-1.24,-0.12,16.204990871776836
-1.24,-0.1,15.983636801441868
-1.24,-0.08,15.798626205430521
-1.24,-0.06,15.678230707811263
-1.24,-0.04,15.606157068855856
-1.24,-0.02,15.55148177942272
-1.24,-0.0,15.534648882920887
-1.24,0.02,15.564094505779059
-1.24,0.04,15.627461108460286
-1.24,0.06,15.723656731264827
-1.24,0.08,15.85260458875033
-1.24,0.1,16.030145006324787
-1.24,0.12,16.2432844744409
-1.24,0.14,16.4931091241281
-1.24,0.16,16.791229359212466
-1.24,0.18,17.12273057486266
-1.24,0.2,17.495007595424656
-1.24,0.22,17.902665355940755
-1.24,0.24,18.354024157133548
-1.24,0.26,18.866854772381583
-1.24,0.28,19.419016064908043
-1.24,0.3,19.989363630734026
-1.24,0.32,20.608589174874883
-1.24,0.34,21.312475949159502
-1.24,0.36,22.063705778221802
-1.24,0.38,22.82607120320022
-1.24,0.4,23.611706407819824
-1.24,0.42,24.439888462709817
-1.24,0.44,25.318575896719594
-1.24,0.46,26.235870800261324
-1.24,0.48,27.195273374737138
-1.24,0.5,28.216736893196217
-1.24,0.52,29.299028181171373
-1.24,0.54,30.42833677743007
-1.24,0.56,31.6077291839443
-1.24,0.58,32.839243851132146
-1.24,0.6,34.116557042096666
-1.24,0.62,35.43110797496856
-1.24,0.64,36.806608740851175
-1.24,0.66,38.254421224927434
-1.24,0.68,39.72948650430834
-1.24,0.7,41.21330322279689
-1.24,0.72,42.744765310226754
-1.24,0.74,44.349031823560416
-1.24,0.76,45.996998451864116
-1.24,0.78,47.6731890629001
-1.24,0.8,49.39690986387
-1.24,0.82,51.17666120089691
-1.24,0.84,53.00761697216996
-1.24,0.86,54.886989529298724
-1.24,0.88,56.81261526232026
-1.24,0.9,58.794620741114265
-1.24,0.92,60.83036448497314
-1.24,0.94,62.897543333571306
-1.24,0.96,65.00257236792825
-1.24,0.98,67.16057265606443
-1.24,1.0,69.35947882543525
-1.24,1.02,71.60579906104903
-1.24,1.04,73.89334631153713
-1.24,1.06,76.2033338384575
-1.24,1.08,78.5470763629367
-1.24,1.1,80.9342023599537
-1.24,1.12,83.36731344651523
-1.24,1.14,85.83446566433201
-1.24,1.16,88.34234565993319
-1.24,1.18,90.89591267751176
-1.24,1.2,93.49347512583994
-1.24,1.22,96.14599611832585
-1.24,1.24,98.83349052552397
-1.24,1.26,101.53958300630264
-1.24,1.28,104.27790777760688
-1.24,1.3,107.05859598186912
-1.24,1.32,109.87022261240293
-1.24,1.34,112.6970877823879
-1.24,1.36,115.54899370262355
-1.24,1.38,118.43849846522744
-1.24,1.4,121.35164201117388
-1.24,1.42,124.28466048280747
-1.24,1.44,127.25454209480232
-1.24,1.46,130.2714352020823
-1.24,1.48,133.3166376737246
-1.24,1.5,136.36805133730098
-1.24,1.52,139.44436753976012
-1.24,1.54,142.55454045909354
-1.24,1.56,145.68205965831228
-1.24,1.58,148.8284746967838
-1.24,1.6,151.99222560376057
-1.24,1.62,155.16051380194227
-1.24,1.64,158.34456185375407
-1.24,1.66,161.5590918821491
-1.24,1.68,164.79124462168258
-1.24,1.7,168.02669775251417
-1.24,1.72,171.28468274636654
-1.24,1.74,174.58401160160165
-1.24,1.76,177.8964399030819
-1.24,1.78,181.20431989786042
-1.24,1.8,184.52887846572736
-1.24,1.82,187.88495985569628
-1.24,1.84,191.26741982299183
-1.24,1.86,194.66416822178883
-1.24,1.88,198.06147133391943
-1.24,1.9,201.44857006579866
-1.24,1.92,204.83653137910824
-1.24,1.94,208.2385001032497
-1.24,1.96,211.65179891750506
-1.24,1.98,215.06454753209113
-1.24,2.0,218.46705457031155
-1.22,-2.0,215.67832671552839
-1.22,-1.98,212.2432375802848
-1.22,-1.96,208.80607426044068
-1.22,-1.94,205.3789590683691
-1.22,-1.92,201.96272351796614
-1.22,-1.9,198.567455039207
-1.22,-1.88,195.188567440995
-1.22,-1.86,191.81798008903246
-1.22,-1.84,188.45171994035064
-1.22,-1.82,185.10110099253268
-1.22,-1.8,181.7411091157119
-1.22,-1.78,178.39531507810472
-1.22,-1.76,175.06815232582392
-1.22,-1.74,171.77608763229375
-1.22,-1.72,168.49816378381126
-1.22,-1.7,165.24276678235884
-1.22,-1.68,161.99133278602167
-1.22,-1.66,158.74594771371935
-1.22,-1.64,155.5117318363232
-1.22,-1.62,152.3032819461042
-1.22,-1.6,149.12190909431024
-1.22,-1.58,145.9816208310838
-1.22,-1.56,142.85806527697684
-1.22,-1.54,139.7558781406237
-1.22,-1.52,136.6537003404107
-1.22,-1.5,133.56745263701572
-1.22,-1.48,130.50778987480905
-1.22,-1.46,127.45503280752723
-1.22,-1.44,124.42154051033711
-1.22,-1.42,121.42990345952008
-1.22,-1.4,118.47446817386532
-1.22,-1.38,115.55816282801264
-1.22,-1.36,112.67196799029
-1.22,-1.34,109.82208144784845
-1.22,-1.32,106.98771049097893
-1.22,-1.3,104.19247354668153
-1.22,-1.28,101.43148091109971
-1.22,-1.26,98.72576827081667
-1.22,-1.24,96.0474325330847
-1.22,-1.22,93.39847605908575
-1.22,-1.2,90.76255592434448
-1.22,-1.18,88.1778253374086
-1.22,-1.16,85.63447642091256
-1.22,-1.14,83.13192354972654
-1.22,-1.12,80.65811085726916
-1.22,-1.1,78.21293650582852
-1.22,-1.08,75.7964942374754
-1.22,-1.06,73.42597162582219
-1.22,-1.04,71.10385320902064
-1.22,-1.02,68.84607730880248
-1.22,-1.0,66.63028203782817
-1.22,-0.98,64.44617707791508
-1.22,-0.96,62.298727990792194
-1.22,-0.94,60.21895483506777
-1.22,-0.92,58.17358112467128
-1.22,-0.9,56.1946371345228
-1.22,-0.88,54.23313211147913
-1.22,-0.86,52.32355865409792
-1.22,-0.84,50.45603159447738
-1.22,-0.82,48.655941660868045
-1.22,-0.8,46.90104566865247
-1.22,-0.78,45.207302441142275
-1.22,-0.76,43.54814587498828
-1.22,-0.74,41.92771238599696
-1.22,-0.72,40.33833762668311
-1.22,-0.7,38.79742109751006
-1.22,-0.68,37.30081760175134
-1.22,-0.66,35.85160594912907
-1.22,-0.64,34.45621661964899
-1.22,-0.62,33.13830942683353
-1.22,-0.6,31.850009790069926
-1.22,-0.58,30.607975370021897
-1.22,-0.56,29.40789034203916
-1.22,-0.54,28.265552583993962
-1.22,-0.52,27.15547864497304
-1.22,-0.5,26.080901708033423
-1.22,-0.48,25.063975197216006
-1.22,-0.46,24.093407592727626
-1.22,-0.44,23.19426052857093
-1.22,-0.42,22.314940343643855
-1.22,-0.4,21.48627773732969
-1.22,-0.38,20.720500146839544
-1.22,-0.36,19.99419563355586
-1.22,-0.34,19.28682520077249
-1.22,-0.32,18.620371813436712
-1.22,-0.3,18.020551236660534
-1.22,-0.28,17.44918834554802
-1.22,-0.26,16.94318777954931
-1.22,-0.24,16.458395421595743
-1.22,-0.22,16.021257358372466
-1.22,-0.2,15.59102511788723
-1.22,-0.18,15.2071483110076
-1.22,-0.16,14.861014877024994
-1.22,-0.14,14.576967408281801
-1.22,-0.12,14.328273415133593
-1.22,-0.1,14.112586606042742
